Date,regime_0,regime_1,regime_2,regime_3
2007-05-11,8.76453285365419e-118,1.0,1.0846413043217383e-177,3.795108384737494e-304
2007-05-18,0.10771728626435936,0.8918955674024006,0.0003871463332399685,2.1328997071163007e-27
2007-05-25,0.3499444560122613,0.649321557058391,0.0007339853570651053,1.572282519652639e-09
2007-06-01,0.8772673546271142,0.12149408965744081,0.0012385544399337524,1.275511051729481e-09
2007-06-08,0.998805305360912,0.0004081299074493982,0.0007865603011942942,4.430444235656546e-09
2007-06-15,0.9987324517513423,0.00037670117609906253,0.0008908414537434097,5.6188153501399e-09
2007-06-22,0.997792164388535,0.0003283206214866517,0.0018794909603310614,2.4029647335941586e-08
2007-06-29,0.9908904509498034,0.0031227487220507107,0.005986475278022194,3.2505012374333e-07
2007-07-06,0.9227031926762865,0.0015351729453582685,0.07576015076469444,1.4836136605932473e-06
2007-07-13,0.6926020836105775,0.04058538239252796,0.2667883381064794,2.4195890415245447e-05
2007-07-20,0.23989452251360868,0.0728831395575403,0.686997172731755,0.0002251651970960671
2007-07-27,4.843981558333091e-07,6.641421268892962e-26,0.9947790117745798,0.005220503827264248
2007-08-03,0.017000343632092473,9.076186977772648e-07,0.9823667100332998,0.000632038715909913
2007-08-10,0.24382797989768557,0.0012995762566336243,0.7547047146029933,0.00016772924268754533
2007-08-17,0.4733578099489544,0.17174651530072862,0.3547574325970033,0.00013824215331367944
2007-08-24,0.06158392512914797,0.8834711220187673,0.054918077263580826,2.6875588503908572e-05
2007-08-31,0.0024528019950084026,0.9864927302441437,0.011039519849685082,1.4947911162719622e-05
2007-09-07,0.0006802318081740432,0.990177608220624,0.009136641843437281,5.518127764683834e-06
2007-09-14,0.0004297887049141632,0.9856392848875899,0.013921099803993179,9.826603502719983e-06
2007-09-21,0.00027542534457943474,0.9894108790924262,0.010303877921470197,9.817641524262751e-06
2007-09-28,0.00018680929900320096,0.9886018995000245,0.01120065425420042,1.0636946771895327e-05
2007-10-05,0.0010984762677180692,0.9824101750979718,0.01648356908052553,7.779553784595093e-06
2007-10-12,0.004393962984088744,0.8677388076359065,0.12784308213621504,2.414724378958009e-05
2007-10-19,0.0009320889315691693,2.352474311384673e-09,0.9989212001078173,0.00014670860813929557
2007-10-26,0.00033108564718974386,6.110908589938028e-08,0.9988813830781454,0.0007874701655789317
2007-11-02,0.0002665205336942821,7.018990310064826e-06,0.9977269168748643,0.0019995436011313607
2007-11-09,4.108913312926568e-06,1.1699199634992379e-13,0.9927752231707686,0.007220667915801353
2007-11-16,0.011287644790818264,0.0019036932278046652,0.9860804768262624,0.000728185155114691
2007-11-23,0.01813908943661567,0.00011868349755721495,0.9813318426992241,0.0004103843666029252
2007-11-30,0.05789959441484531,2.5478555832846436e-08,0.9419149094059882,0.0001854707006106312
2007-12-07,0.5301081192465172,0.002821010764750949,0.4669223075598899,0.00014856242884194972
2007-12-14,0.5630807139770411,0.0028180447118964103,0.4339783972938669,0.00012284401719566933
2007-12-21,0.22048708352282945,0.5934803953759082,0.18592279385139499,0.0001097272498674132
2007-12-28,0.0766910676213624,0.6093940444612289,0.31377918713122643,0.00013570078618222473
2008-01-04,0.0010858375677530463,9.142683204862339e-08,0.9978935777886025,0.0010204932168123766
2008-01-11,0.00013586751980302733,5.34436362396125e-05,0.9918856625714373,0.007925026272520095
2008-01-18,2.3671684622621183e-08,2.0807383545297742e-21,0.9727189137952807,0.027281062533034542
2008-01-25,0.00030318650393290397,5.99458188520795e-05,0.9917798790016342,0.007856988675580785
2008-02-01,1.800887026364637e-07,1.0933019586030548e-20,0.9906446991474891,0.009355120763808284
2008-02-08,1.8895835953739203e-07,6.363557054677318e-23,0.9933226851491606,0.006677125892480046
2008-02-15,0.010112937809238817,2.682228099807767e-08,0.98926814655855,0.0006188888099301243
2008-02-22,0.023938808270174895,5.51675325461026e-06,0.9757612230975714,0.00029445187899913313
2008-02-29,0.014838755852577707,0.0001844444072401168,0.9846047452027054,0.000372054537476815
2008-03-07,0.015786354539100503,8.691204832135807e-05,0.9837733815094308,0.00035335190314732126
2008-03-14,0.012130629395099816,0.07350579831652596,0.9133875683307636,0.000976003957610531
2008-03-21,0.35801973088082123,0.0027229925293518155,0.639159749483357,9.752710647010699e-05
2008-03-28,0.7235354474262209,0.06140439330505848,0.2149878909529558,7.226831576471462e-05
2008-04-04,0.8059319531623734,2.1268787280242317e-06,0.194045510853676,2.0409105222620507e-05
2008-04-11,0.9199227730882883,2.500749296632761e-05,0.08003793108047899,1.4288338266488795e-05
2008-04-18,0.943440394797634,1.7777942026723393e-06,0.05655688389647646,9.43511686918097e-07
2008-04-25,0.993804662373029,0.0032275689055369866,0.0029675782661960507,1.904552378692581e-07
2008-05-02,0.9963907026039223,0.0026084568834766125,0.0010006985054527237,1.4200714846152085e-07
2008-05-09,0.9827532640521492,0.0032493262847261583,0.013997098118920576,3.1154420404663324e-07
2008-05-16,0.7790408506928257,0.0012772381511260238,0.21967797456687663,3.9365891716815925e-06
2008-05-23,0.0823164498725464,1.1230504363789637e-07,0.9175843574763787,9.908034603126131e-05
2008-05-30,0.05135132491612891,2.906425018407154e-06,0.9483792153984884,0.00026655326036436054
2008-06-06,0.04200233412514024,4.248166221698143e-10,0.9576608973777051,0.0003367680723382219
2008-06-13,0.19336365617382956,0.0032076692989386796,0.8029285194799332,0.0005001550472985591
2008-06-20,0.037891464522460803,1.5727272827973975e-10,0.9617183977512692,0.0003901375689973362
2008-06-27,0.01363047823525521,1.1047321875536705e-06,0.9859794675091451,0.000388949523412145
2008-07-04,0.022682998323905846,0.00089483812859811,0.9760946568275467,0.0003275067199493097
2008-07-11,0.015755355929511237,0.0002137162939720534,0.9832025727231346,0.0008283550533821225
2008-07-18,0.16719865697276,0.009191070291429166,0.8234007266715444,0.00020954606426638617
2008-07-25,0.5172911102228369,0.4098551129641988,0.07284356596823649,1.0210844727849975e-05
2008-08-01,0.7612096746098984,0.23121264234614913,0.007577503929555599,1.7911439684630824e-07
2008-08-08,0.9986789060575988,6.0654396971644215e-05,0.0012604335995930968,5.945836418007762e-09
2008-08-15,0.9998167100293223,7.072171971714675e-05,0.0001125616465375212,6.604423079210132e-09
2008-08-22,0.9988595042811421,0.0004595378081300712,0.0006809526760778029,5.234649964344257e-09
2008-08-29,0.9826787707926496,0.00477362356462983,0.012547384437125868,2.212055946227483e-07
2008-09-05,0.7716974031768666,1.2047076510454475e-06,0.228297776943485,3.615171997410245e-06
2008-09-12,0.6121304870171246,0.0027816385010447178,0.38498531675695175,0.00010255772487889566
2008-09-19,0.11511420848920625,0.00041534429801251164,0.8827312804216152,0.001739166791165924
2008-09-26,4.836520277833553e-07,5.45289344352672e-13,0.939441897428207,0.060557618919219895
2008-10-03,7.107650707092922e-44,6.255999400696338e-92,7.99527776835351e-05,0.9999200472223165
2008-10-10,1.180980292817628e-177,0.0,3.159534843558901e-40,1.0
2008-10-17,1.2658719458055741e-120,4.4068258539839353e-197,9.798995943359214e-16,0.9999999999999991
2008-10-24,6.792556612196436e-103,5.844804651976958e-208,3.2028613473731e-16,0.9999999999999998
2008-10-31,7.122498251346445e-112,9.933325385681284e-255,1.0421255564341459e-21,1.0
2008-11-07,1.4196380131495702e-30,1.9907407466821607e-26,0.01746664258520467,0.9825333574147953
2008-11-14,2.968060640695862e-34,4.552797403835354e-77,1.4311963678393744e-05,0.9999856880363217
2008-11-21,4.60022521891704e-64,1.102809887010007e-126,5.244618017031452e-12,0.9999999999947554
2008-11-28,9.423201575282444e-94,1.4403348306437246e-190,3.819673120889241e-23,1.0
2008-12-05,1.6275086568678984e-61,2.0686867578928682e-91,3.4160658706433924e-10,0.9999999996583935
2008-12-12,9.08547158799534e-35,4.9668421550289426e-54,9.232190441152706e-09,0.9999999907678095
2008-12-19,1.769070828626978e-21,3.9114936528453536e-15,1.954556449034152e-05,0.9999804544355058
2008-12-26,2.1410123593347363e-20,1.0336004570970265e-17,1.264567573665587e-05,0.9999873543242633
2009-01-02,8.545885866364883e-14,1.9319423006454743e-08,0.00296298051139703,0.9970370001690945
2009-01-09,5.623840979053482e-08,0.0016895730444438867,0.5577531818756563,0.44055718884149003
2009-01-16,0.0016620089324016888,4.197698210352699e-09,0.9710680623293184,0.02726992454058165
2009-01-23,0.00513956365518283,1.347274554370573e-12,0.9873462477171702,0.007514188626299722
2009-01-30,0.08321968217269582,0.14440820658504552,0.7593549977509886,0.013017113491270091
2009-02-06,3.7672404393381857e-07,1.0841335898860825e-25,0.9382742018759911,0.061725421399964876
2009-02-13,1.2051351662783179e-06,1.3855913046634825e-17,0.8402119396001783,0.15978685526465547
2009-02-20,4.4370422006364705e-13,5.571995265954093e-34,0.1169851195615066,0.8830148804380498
2009-02-27,6.498768102253483e-18,5.819157338584745e-49,0.006140740411554063,0.9938592595884459
2009-03-06,6.182246230319082e-26,2.7713289377148744e-58,0.00031319916148365485,0.9996868008385165
2009-03-13,3.7018586249972966e-48,5.139216668580089e-125,5.137374713505753e-10,0.9999999994862625
2009-03-20,5.559693587213026e-17,1.8959210105103076e-25,0.11750834232360073,0.8824916576763993
2009-03-27,3.382293621216837e-12,9.66711040413647e-36,0.14816812446697042,0.8518318755296473
2009-04-03,0.0030311670433635146,0.9232538516621764,0.06902171712482269,0.004693264169637439
2009-04-10,0.0051764152582436645,0.9909429985967094,0.0038524002265392736,2.8185918507669234e-05
2009-04-17,0.006878706869451459,0.9897612639376161,0.0033496494871759477,1.0379705756426197e-05
2009-04-24,0.009638634897450217,0.9314106952877362,0.05892682882961823,2.3840985195351388e-05
2009-05-01,0.03704692433548467,0.7514366726163696,0.21126158988758784,0.0002548131605577559
2009-05-08,0.13917691810899213,0.001400042762786231,0.8593429310868115,8.010804141003093e-05
2009-05-15,0.00022815722508457329,2.8754918293081504e-16,0.998456318692326,0.001315524082589174
2009-05-22,0.02951818369930078,0.02699605515180444,0.9430258925349148,0.00045986861397990077
2009-05-29,0.003808159545771596,6.411443531711798e-08,0.9951248539178872,0.0010669224219059274
2009-06-05,0.06927261430479034,0.0006009374528676778,0.9295208592028766,0.000605589039465382
2009-06-12,0.08396865502653378,0.024692079218031383,0.8840759705124743,0.007263295242960567
2009-06-19,0.20058631859069045,1.4375918228115807e-05,0.7988867044128427,0.0005126010782387643
2009-06-26,0.2635756560480019,0.04086535310091709,0.6952287491958025,0.00033024165527859305
2009-07-03,0.1335741004374742,0.00018143078838853856,0.8660287628080823,0.00021570596605499615
2009-07-10,0.030117933289101475,8.479504564336777e-07,0.9694170188508281,0.00046419990961404093
2009-07-17,2.505316387660923e-07,8.275861750504708e-25,0.9953914793898571,0.004608270078504095
2009-07-24,0.008628726374648508,2.7963671703386166e-07,0.9906569315427537,0.0007140624458809108
2009-07-31,0.002054035934642899,0.8555701588980085,0.1422204009539332,0.00015540421341548273
2009-08-07,0.0016875901095936268,0.9837419124662433,0.01455838734772789,1.21100764350375e-05
2009-08-14,0.0027988659698694918,0.9832759498930395,0.013918515029063218,6.669108027758654e-06
2009-08-21,0.07999298703552377,0.8463083475198413,0.07369423935714016,4.426087494700348e-06
2009-08-28,0.11122235560763467,0.7417764409326166,0.14697715623590699,2.4047223841645715e-05
2009-09-04,0.04761974195209435,0.5349610178374012,0.41733560428227023,8.363592823413533e-05
2009-09-11,0.006872534453044489,0.5496172770048721,0.44310805558056027,0.00040213296152310867
2009-09-18,0.001250892887396187,0.6199486808634553,0.3784031750014187,0.0003972512477298888
2009-09-25,0.005838324006626708,0.573767368371434,0.42012883484008007,0.00026547278185909894
2009-10-02,0.035136747657446205,0.19324933696443236,0.7714179187934439,0.00019599658467736388
2009-10-09,0.006856981636714094,2.3833421228915166e-07,0.9927434348916373,0.0003993451374363664
2009-10-16,0.012180722978845477,0.0019009781402708808,0.985560005462215,0.00035829341866867057
2009-10-23,0.012307741587454782,0.02752608000331359,0.9597482829699682,0.00041789543926348284
2009-10-30,0.002102287670515844,2.1820571223033982e-08,0.9974901048117467,0.00040758569716625617
2009-11-06,0.0013878503704581244,1.8499527541173286e-09,0.9982112600704544,0.0004008877091347939
2009-11-13,0.00620460120868193,6.349968872989744e-05,0.9933079693877752,0.0004239297148128996
2009-11-20,0.010608566531291691,0.15136171610593485,0.8374015970723895,0.0006281202903840555
2009-11-27,0.0005968696696930187,0.6717704128997065,0.3268551097936939,0.0007776076369064094
2009-12-04,0.003021761772476235,0.9571880725343869,0.039756175165485116,3.3990527651792774e-05
2009-12-11,0.014409976417549531,0.9825796626730435,0.0030076785475448503,2.6823618621171225e-06
2009-12-18,0.14552164807435777,0.8537902432047705,0.000688078531332779,3.0189539013562675e-08
2009-12-25,0.6835709448620486,0.31569674342756693,0.0007322897990769457,2.1911307501613542e-08
2010-01-01,0.6918950860017563,0.30583676111924535,0.0022680157678738946,1.3711112446102634e-07
2010-01-08,0.6145129432021588,0.3267259866945018,0.05876047391872689,5.961846125009106e-07
2010-01-15,0.3854418192097322,0.4268677755614234,0.1876659592782453,2.4445950599202118e-05
2010-01-22,0.1061685883492355,3.1372533336852595e-10,0.8937455373310587,8.587400598038758e-05
2010-01-29,0.24573374769204626,9.96029289026859e-06,0.7541233892977881,0.000132902717275306
2010-02-05,0.5392300165275953,7.065471870369316e-06,0.460610081845512,0.00015283615502254726
2010-02-12,0.6006493567892727,1.0466505375121237e-07,0.39920436944344545,0.00014616910222815265
2010-02-19,0.6373123210285243,0.01252202150832956,0.3500585820672093,0.00010707539593665896
2010-02-26,0.04048503316623068,0.9274422277115183,0.03205269957646424,2.003954578670541e-05
2010-03-05,0.0126698388962257,0.9727676580281127,0.014556779755855898,5.723319805699606e-06
2010-03-12,0.0009156867289515831,0.9975037788866394,0.0015793486257641616,1.1857586447863122e-06
2010-03-19,0.0017868458458700515,0.9978111745977375,0.00040192363187136404,5.592452101258182e-08
2010-03-26,0.0039176316986196695,0.9958910424124688,0.0001913150718440626,1.0817067426511996e-08
2010-04-02,0.0035723410336409673,0.9962082768414887,0.0002193766596086415,5.4652616191766046e-09
2010-04-09,0.00114888286110627,0.9979698992314685,0.0008811981489224437,1.9758502840062325e-08
2010-04-16,0.0027047216948428584,0.9889862566581689,0.008308316638907038,7.050080814419176e-07
2010-04-23,0.015282979203760403,0.8298522059089575,0.1548439028672988,2.091201998319302e-05
2010-04-30,0.014235433357487993,0.12297623479384953,0.8585616872766693,0.004226644571993204
2010-05-07,1.367868412263514e-10,6.506538744556847e-31,0.758499995842776,0.24150000402043711
2010-05-14,3.030166256436195e-06,1.1786625030880415e-12,0.8098309845139238,0.19016598531864126
2010-05-21,3.0123237608571543e-09,2.8235589732987713e-25,0.8378921855151753,0.16210781147250097
2010-05-28,0.00017547691719838263,7.819691564108463e-10,0.984807892986322,0.015016629314510383
2010-06-04,0.0016564040792098275,2.9312473946414987e-07,0.9972066989101696,0.0011366038858812047
2010-06-11,0.000953573003951499,3.991616971601665e-09,0.998568851106415,0.0004775718980165163
2010-06-18,0.002983790472575504,0.0135520055525529,0.9829100850000405,0.0005541189748311721
2010-06-25,0.0013714496263359933,9.37396144246869e-06,0.9980050303036379,0.0006141461085837442
2010-07-02,6.19377643112567e-06,3.991037878742033e-16,0.9982183398016786,0.0017754664218899206
2010-07-09,8.310796396616598e-07,9.501880744595899e-20,0.9974325877177243,0.002566581202636103
2010-07-16,0.002772775692022812,8.870859948603136e-09,0.9967745101904284,0.0004527052466887375
2010-07-23,0.005357176867738656,3.3841627532016357e-10,0.9941927906028246,0.0004500321910205927
2010-07-30,0.0659960310585853,0.19619604297219817,0.7373838928062394,0.00042403316297704894
2010-08-06,0.10535275132702472,0.06065283825409937,0.833755009809735,0.00023940060914092324
2010-08-13,0.007426857085293742,5.520399496460725e-08,0.9921689249339325,0.0004041627767788699
2010-08-20,0.002344668148121951,0.0008113178553558265,0.9962140687537931,0.0006299452427292435
2010-08-27,0.001771894967940948,0.000922592595467362,0.9966500334073211,0.0006554790292706415
2010-09-03,0.0011503624623597952,1.5990460412709922e-08,0.9977957035657062,0.0010539179814735514
2010-09-10,0.011986559668094728,0.8977353947078317,0.09022310445791525,5.4941166158255464e-05
2010-09-17,0.006919013954985923,0.9864594280233451,0.006617750937335702,3.8070843331938958e-06
2010-09-24,0.008959951049373195,0.9860517734949493,0.004987309394201866,9.66061475520669e-07
2010-10-01,0.00040902052452206826,0.9971418570612759,0.0024478181440152017,1.304270186984537e-06
2010-10-08,0.00043470964046983984,0.9965519660807426,0.003012492521499451,8.317572881750404e-07
2010-10-15,0.0005810563880159008,0.9984630869507882,0.0009556020851784664,2.545760174530086e-07
2010-10-22,0.0031765099441550307,0.9961779693467309,0.000645438036887792,8.267222637552332e-08
2010-10-29,0.05521704254650369,0.9410760808931821,0.0037067899900681545,8.657024615882052e-08
2010-11-05,0.9144597000932796,0.07594572386132857,0.009594525675875893,5.0369515836765956e-08
2010-11-12,0.9919921823548561,0.003443574600618023,0.004563926365550049,3.1667897574224273e-07
2010-11-19,0.9588704773255627,0.03634524901926774,0.004783781217852182,4.924373174094104e-07
2010-11-26,0.9705257975722199,0.00021096627168347662,0.029262177888865207,1.0582672314006262e-06
2010-12-03,0.8792045869421579,1.0714374284788038e-07,0.12078785320323027,7.4527108690027895e-06
2010-12-10,0.7938077338917792,0.16025793024211746,0.04592043706743916,1.389879866423242e-05
2010-12-17,0.3622280239251692,0.6312992906159152,0.006470733638405929,1.9518205097681164e-06
2010-12-24,0.1007558305330682,0.897664208530321,0.0015797500881032072,2.1084850760380582e-07
2010-12-31,0.00782435866045377,0.9916082954213751,0.0005672715509959175,7.436717521272195e-08
2011-01-07,0.005629176249175865,0.9941233527555569,0.0002474560897262025,1.4905541132841372e-08
2011-01-14,0.0176567341173191,0.982016580993386,0.0003266791883252539,5.7009697279965055e-09
2011-01-21,0.09302688430183029,0.9064671113549171,0.0005060001118226958,4.23142987672339e-09
2011-01-28,0.4179511716055747,0.581276242915119,0.0007725725458422521,1.2933464038570796e-08
2011-02-04,0.8189589525166963,0.17131150698676842,0.009729445024689328,9.547184607477721e-08
2011-02-11,0.5140261049439233,0.47884593803761855,0.0071272109784324775,7.460400256206336e-07
2011-02-18,0.06308943087657526,0.9281544135159653,0.008755432719324193,7.228881351595149e-07
2011-02-25,0.019816880304902997,0.9476890543702065,0.03249081899848825,3.2463264022669784e-06
2011-03-04,0.004122680090795057,0.9380724834074514,0.057781624013459994,2.3212488293417318e-05
2011-03-11,0.061576996745345065,0.7070597551909056,0.23133666647230144,2.6581591447930428e-05
2011-03-18,0.26832651873811897,0.079543713441442,0.6520473617907464,8.24060296927015e-05
2011-03-25,0.30297469813830513,2.8814707647163722e-05,0.6968295969689317,0.00016689018511585173
2011-04-01,0.3664085056573601,0.018379683879658007,0.615019461221804,0.00019234924117792203
2011-04-08,0.050896043104755685,0.8913273797733428,0.05774647399396283,3.0103127938864546e-05
2011-04-15,0.005042259288422173,0.9863595561377498,0.008593623641542815,4.560932285190175e-06
2011-04-22,0.0013571655864096058,0.9919913340972623,0.006649246161225432,2.254155102726688e-06
2011-04-29,0.0012631992825309054,0.9719621377689273,0.02676787098506171,6.791963480036468e-06
2011-05-06,0.03052178367579509,0.9185758035091807,0.05089183302294627,1.0579792077908494e-05
2011-05-13,0.005489883085102563,0.988963789825678,0.005543619414632643,2.7076745869641605e-06
2011-05-20,0.009013562805579623,0.9878612348460611,0.0031245902471473256,6.121012118778267e-07
2011-05-27,0.06459044044205325,0.9225166372795132,0.012891884063143401,1.0382152902135716e-06
2011-06-03,0.5994243728408054,0.1488951782115418,0.25167705473340074,3.3942142519602107e-06
2011-06-10,0.6907699824434966,0.007654835177297053,0.3015177413322826,5.7441046923739804e-05
2011-06-17,0.6977099802794362,0.023480122276097082,0.27873404299554255,7.585444892411905e-05
2011-06-24,0.6429054179816005,0.028277117806548503,0.32870245690183403,0.00011500731001706774
2011-07-01,0.012461258402910253,5.206475226276514e-15,0.9872360706979092,0.0003026708991753177
2011-07-08,0.047549390476003504,0.06638737515744783,0.8856111798401769,0.00045205452637169554
2011-07-15,0.03126256319771275,0.004948108486022345,0.9624445440897599,0.0013447842265051292
2011-07-22,0.005591767918422066,0.0007383248985518773,0.971324349861823,0.022345557321203066
2011-07-29,1.7213891462711305e-07,2.0385472975740574e-11,0.671317317863427,0.3286825099772729
2011-08-05,1.0060668222094481e-16,8.700936127105755e-42,0.0040061456389797806,0.9959938543610202
2011-08-12,1.4459069988201026e-13,5.084296361447115e-21,0.002791950584051742,0.9972080494158037
2011-08-19,1.5300628230002484e-18,3.201163640713339e-29,5.041983330497595e-06,0.9999949580166695
2011-08-26,2.2294261700208666e-20,3.091314752853952e-37,5.4102836518800726e-05,0.9999458971634811
2011-09-02,9.545036865256741e-11,6.949185924713598e-07,0.08606053463441135,0.9139387703515458
2011-09-09,3.004778434256923e-06,1.7237989650785044e-07,0.638227336030232,0.3617694868114373
2011-09-16,8.869993703000217e-05,1.896402755941688e-12,0.893299607767487,0.10661169229358666
2011-09-23,8.563729490012742e-11,8.40435136463277e-33,0.8899509717432024,0.11004902817116029
2011-09-30,7.664120291099462e-05,3.423545719429213e-16,0.9769192995077306,0.023004059289357996
2011-10-07,3.565875458595043e-06,5.6754447873986406e-21,0.9868672694748493,0.013129164649692056
2011-10-14,2.8855753062845442e-08,8.460869390533144e-29,0.9842973288948643,0.01570264224938267
2011-10-21,0.095528515393747,0.7150052012295142,0.18901772473082587,0.0004485586459128954
2011-10-28,0.01674069792326252,0.8111697059548554,0.17194444539626508,0.00014515072561705026
2011-11-04,0.009896981847204955,0.5725485067820043,0.41730231547979424,0.0002521958909964513
2011-11-11,0.007371728147971399,0.37354058800479484,0.6162731934687364,0.002814490378497273
2011-11-18,3.914495098510814e-05,2.7041599910169e-12,0.9624398779829426,0.03752097706336804
2011-11-25,2.964211246297953e-09,5.153751152583841e-28,0.8332943482358708,0.16670564879991803
2011-12-02,8.763642040380439e-14,2.3727992292827993e-42,0.723294187214564,0.27670581278534845
2011-12-09,0.0005236262252063306,4.8978380053469534e-11,0.9814190585520882,0.018057315173727034
2011-12-16,0.0002632819587896474,9.977513794961157e-17,0.9971288643839323,0.00260785365727797
2011-12-23,0.16996803213143596,3.17910026095902e-07,0.8299008084819112,0.00013084147662683512
2011-12-30,0.7210174396996769,0.0015311867431431565,0.2773375121874451,0.00011386136973476562
2012-01-06,0.7315208263190183,0.0003418806550856957,0.2680612534215735,7.603960432242482e-05
2012-01-13,0.26064825916602125,0.6584417251807283,0.0808803019500877,2.9713703162786944e-05
